Lead_ID,Lead_Source,Industry,Total_Visits,Time_Spent_Website,Page_Views,Email_Opens,Email_Clicks,Previous_Interactions,Lead_Quality_Score,Age,Annual_Income,Sales_Calls,Days_Since_Last_Activity,Estimated_Lead_Value
10266,Google,Finance,18.0,395.0,16.69,10.0,8,9,69.53,38,67320.0,12,153,102690.6
10267,Google,Education,22.0,305.0,14.23,16.0,8,3,31.5,36,36301.0,3,144,47727.38
10268,Facebook,Manufacturing,16.0,409.0,18.56,7.0,4,5,61.79,49,100051.0,15,100,110681.8
10269,Email,Finance,22.0,1362.0,16.59,16.0,8,2,20.58,31,117338.0,14,41,94856.49
10270,Facebook,Education,11.0,1321.0,11.68,20.0,9,10,45.33,26,25891.0,1,148,82725.69
10271,LinkedIn,Manufacturing,3.0,974.0,13.76,19.0,5,8,74.18,23,46972.0,6,164,86701.79
10272,Website,Manufacturing,22.0,1117.0,18.6,10.0,4,7,58.72,34,75457.0,14,48,106878.02
10273,Facebook,Finance,10.0,839.0,12.76,1.0,2,5,98.26,22,138389.0,5,130,118696.98
10274,Google,Retail,10.0,1403.0,16.67,9.0,10,3,89.93,52,79435.0,15,157,129090.61
10275,Website,Retail,30.0,954.0,14.09,9.0,10,6,48.73,51,45932.0,10,144,91769.53
10276,Website,Manufacturing,21.0,523.0,11.49,10.0,7,12,23.64,31,29192.0,2,163,53968.26
10277,Google,Retail,16.0,1151.0,5.59,5.0,3,14,87.65,42,41128.0,7,111,123115.75
10278,Facebook,IT,12.0,1124.0,9.09,3.0,9,10,92.9,23,47836.0,7,62,127269.48
10279,Google,Manufacturing,2.0,393.0,19.39,11.0,2,2,85.65,51,86829.0,0,107,77007.05
10280,Email,Manufacturing,9.0,599.0,13.5,10.0,5,9,30.24,53,142028.0,2,106,65803.77
10281,Website,Education,24.0,792.0,11.72,12.0,7,14,99.83,44,141481.0,4,132,144058.79
10282,Referral,Retail,3.0,305.0,18.73,4.0,8,7,40.69,21,47778.0,1,113,53216.18
10283,Referral,Manufacturing,24.0,79.0,12.14,5.0,5,15,77.94,35,68130.0,11,68,102862.04
10284,LinkedIn,IT,30.0,1411.0,11.0,0.0,4,0,92.64,57,41708.0,11,179,122712.19
10285,Google,Education,25.0,757.0,15.43,5.0,10,15,38.85,47,132481.0,4,89,103870.96
10286,Google,Finance,30.0,935.0,14.54,17.0,1,2,92.66,58,49232.0,10,161,115656.69
10287,LinkedIn,Manufacturing,15.0,957.0,4.67,8.0,1,10,44.76,47,82266.0,9,78,87720.06
10288,LinkedIn,IT,3.0,593.0,9.95,14.0,8,15,98.11,32,64412.0,2,152,99178.71
10289,LinkedIn,Healthcare,19.0,812.0,9.98,7.0,1,4,42.5,23,29782.0,14,75,78464.96
10290,Website,IT,18.0,514.0,8.19,18.0,1,4,96.27,50,86196.0,8,25,114084.54
10291,Email,IT,8.0,1137.0,10.83,15.0,2,15,24.28,52,86829.0,10,156,68673.44
10292,Google,Education,26.0,613.0,8.85,5.0,2,9,76.74,43,35052.0,0,7,104752.08
10293,Website,Finance,17.0,1349.0,4.79,5.0,3,13,62.57,22,44521.0,15,113,113933.12
10294,LinkedIn,Healthcare,8.0,265.0,8.83,2.0,6,1,58.23,27,94434.0,15,36,94900.62
10295,Google,Retail,7.0,85.0,2.37,9.0,8,9,37.88,54,107755.0,3,10,69411.58
10296,Website,Retail,30.0,389.0,11.94,0.0,1,7,76.45,52,94690.0,9,113,112211.28
10297,Email,IT,7.0,139.0,17.22,13.0,3,4,35.26,59,60546.0,5,36,55184.61
10298,Website,Education,3.0,221.0,14.78,3.0,8,6,64.23,52,104345.0,14,18,98757.55
10299,Email,Education,1.0,933.0,7.85,11.0,1,14,40.26,34,50972.0,8,134,68849.75
10300,LinkedIn,Retail,4.0,1146.0,2.65,5.0,9,15,96.45,23,129713.0,2,135,121430.71
10301,Email,Healthcare,25.0,891.0,4.84,10.0,10,6,22.29,52,149556.0,15,102,95947.75
10302,Google,Finance,5.0,597.0,11.36,11.0,0,13,35.98,56,103059.0,14,140,84039.89
10303,LinkedIn,Healthcare,1.0,1113.0,4.93,9.0,9,4,39.38,37,89385.0,2,169,63292.06
10304,Google,Manufacturing,15.0,679.0,11.34,17.0,7,7,53.13,23,127617.0,14,25,105498.87
10305,Referral,Manufacturing,5.0,791.0,5.4,6.0,8,8,38.62,30,47030.0,11,33,67937.96
10306,Facebook,Finance,13.0,1102.0,17.13,6.0,6,3,59.31,60,149717.0,4,87,107265.89
10307,Email,Retail,8.0,1473.0,8.55,10.0,7,3,89.8,38,65376.0,6,73,121920.34
10308,Facebook,Finance,8.0,791.0,5.67,3.0,3,15,76.97,23,110641.0,15,6,131528.1
10309,Facebook,Education,5.0,1066.0,16.43,19.0,3,7,66.4,59,137021.0,13,137,96488.99
10310,Email,Manufacturing,28.0,65.0,7.51,0.0,1,0,27.12,30,114831.0,4,67,53762.88
10311,LinkedIn,IT,9.0,130.0,3.12,12.0,7,14,75.52,29,102400.0,15,144,102967.3
10312,Referral,IT,1.0,1139.0,11.84,17.0,10,3,33.31,31,134518.0,10,93,87583.55
10313,Google,Retail,4.0,1276.0,12.05,8.0,1,5,82.91,53,103412.0,7,108,110143.9
10314,Website,Education,3.0,1391.0,14.58,8.0,8,15,40.0,56,43055.0,4,168,84966.11
10315,Google,Healthcare,2.0,195.0,10.45,8.0,3,12,53.36,46,124220.0,6,26,74648.25
10316,Website,Education,8.0,412.0,9.43,9.0,0,3,48.04,47,112508.0,5,38,76001.48
10317,Google,IT,23.0,1429.0,6.36,1.0,3,5,88.71,58,50493.0,13,163,127555.13
10318,Email,IT,9.0,819.0,2.54,5.0,2,4,30.12,42,99861.0,9,142,60140.9
10319,Referral,Manufacturing,2.0,60.0,17.66,14.0,5,15,65.25,46,146184.0,15,175,94710.92
10320,Website,Education,14.0,1428.0,14.85,2.0,6,13,31.36,42,141524.0,12,103,100577.74
10321,LinkedIn,Education,14.0,40.0,6.73,10.0,7,8,76.38,25,141826.0,1,42,97810.38
10322,Google,IT,4.0,1355.0,12.39,5.0,1,15,92.41,55,61775.0,2,179,111592.1
10323,Google,Healthcare,30.0,125.0,4.82,2.0,5,9,54.77,22,76057.0,10,147,95174.83
10324,Website,Retail,6.0,1243.0,17.91,10.0,5,8,59.05,55,110909.0,10,66,101710.69
10325,LinkedIn,Retail,11.0,482.0,3.18,14.0,9,3,94.19,29,61253.0,3,175,92997.89
10326,LinkedIn,Education,3.0,221.0,1.07,12.0,4,12,61.68,38,111717.0,4,42,80786.86
10327,Email,Retail,8.0,515.0,10.54,19.0,9,13,59.01,32,150000.0,8,38,111186.54
10328,Email,IT,3.0,1319.0,12.08,9.0,9,3,66.27,23,76884.0,5,141,85336.96
10329,Email,IT,14.0,1477.0,12.0,5.0,6,11,75.14,38,147402.0,0,106,120788.8
10330,Email,Education,28.0,1181.0,2.04,14.0,2,7,28.55,58,101497.0,2,172,69246.59
10331,Email,Education,13.0,267.0,6.97,17.0,3,9,85.69,27,42705.0,6,152,91209.75
10332,Email,Manufacturing,13.0,1408.0,10.48,17.0,9,14,54.84,53,69676.0,7,96,114964.72
10333,Referral,Education,2.0,1165.0,5.12,6.0,8,3,25.79,26,126658.0,6,158,63281.28
10334,LinkedIn,Healthcare,13.0,1499.0,17.58,14.0,3,1,82.89,38,116640.0,4,70,116445.72
10335,Email,Retail,29.0,1396.0,2.66,17.0,2,12,50.16,42,104045.0,14,38,121316.15
10336,LinkedIn,Education,19.0,1198.0,10.26,17.0,1,12,28.03,59,32101.0,9,97,79021.18
10337,LinkedIn,Finance,27.0,1118.0,14.14,19.0,4,13,70.7,29,87495.0,7,108,113312.85
10338,Facebook,Manufacturing,6.0,1300.0,5.97,8.0,3,14,90.41,55,29743.0,15,119,128920.88
10339,Referral,Finance,16.0,764.0,12.86,1.0,7,1,91.02,43,33951.0,8,151,99990.53
10340,Email,IT,2.0,1020.0,16.76,7.0,6,0,96.61,32,32014.0,6,74,101868.95
10341,Google,Retail,8.0,854.0,4.62,19.0,5,4,89.42,44,61180.0,10,57,112159.02
10342,Website,Education,17.0,1492.0,18.43,1.0,10,15,20.17,60,81977.0,8,110,84311.89
10343,Google,Finance,23.0,135.0,11.52,10.0,1,14,50.42,29,141045.0,0,79,81464.35
10344,Referral,Retail,2.0,210.0,6.69,6.0,2,5,85.48,33,84534.0,13,151,91488.66
10345,Website,IT,10.0,213.0,9.19,5.0,9,8,49.3,60,88209.0,8,36,83329.44
10346,Referral,Healthcare,28.0,255.0,6.93,9.0,8,4,68.12,37,143169.0,2,57,111892.33
10347,LinkedIn,Manufacturing,16.0,806.0,14.78,4.0,8,12,68.51,27,66908.0,5,129,107638.19
10348,Website,Retail,6.0,819.0,16.13,10.0,4,5,49.2,37,133575.0,7,3,91999.18
10349,LinkedIn,Retail,28.0,1142.0,16.83,0.0,2,5,60.515,44,75918.0,2,14,121496.91
10350,Google,Healthcare,2.0,717.0,19.73,1.0,1,2,60.26,22,33219.0,3,34,67127.08
10351,Google,Retail,2.0,559.0,16.03,0.0,7,15,57.18,55,32163.0,15,70,98409.17
10352,Website,IT,26.0,1424.0,12.43,10.0,5,11,99.8,48,27470.0,15,69,150113.2
10353,Website,IT,13.0,1001.0,7.45,1.0,9,3,60.515,39,134034.0,6,179,99210.55
10354,Email,Healthcare,24.0,965.0,11.35,20.0,10,0,34.27,53,41543.0,11,104,81133.33
10355,Referral,Manufacturing,15.0,1452.0,1.78,19.0,6,3,61.05,41,44276.0,6,29,103035.37
10357,Referral,Finance,2.0,1324.0,9.47,3.0,0,14,82.15,29,61881.0,8,94,107608.18
10358,Email,Education,7.0,860.0,1.38,11.0,9,4,83.09,58,103950.0,12,79,124049.36
10359,LinkedIn,Retail,3.0,708.0,2.19,19.0,1,10,76.64,26,32749.0,2,117,85675.23
10360,Website,Finance,8.0,878.0,8.36,17.0,9,10,40.34,55,49182.0,11,144,95483.46
10361,Google,Healthcare,23.0,1085.0,12.09,0.0,2,7,88.97,38,102450.0,7,138,117756.55
10362,Referral,Healthcare,14.0,422.0,9.82,0.0,0,7,91.48,39,105543.0,7,147,110069.48
10363,Referral,Manufacturing,24.0,69.0,12.76,13.0,4,4,35.53,25,121487.0,12,67,78933.86
10364,Google,Finance,30.0,689.0,10.13,3.0,2,13,30.44,45,135227.0,3,164,80182.11
10365,Email,IT,23.0,1271.0,13.57,4.0,0,15,60.515,31,123144.0,15,132,151552.34
10366,Referral,Finance,27.0,1010.0,5.16,10.0,7,15,89.47,30,46383.0,6,75,133488.43
10367,LinkedIn,Retail,22.0,1135.0,3.14,12.0,10,9,91.46,37,103578.0,3,161,122296.24
10368,Website,IT,29.0,874.0,12.33,15.0,5,1,90.91,56,141258.0,12,28,137337.59
10369,Google,Healthcare,7.0,230.0,10.21,12.0,8,11,63.33,46,50412.0,11,121,88272.42
10370,Website,Finance,21.0,476.0,1.51,1.0,2,5,71.71,51,38181.0,0,9,86663.52
10371,Referral,Education,7.0,1481.0,8.23,15.0,8,0,63.63,52,69898.0,0,134,88048.75
10372,Referral,Manufacturing,1.0,1091.0,10.45,5.0,8,6,24.1,41,84630.0,13,123,70542.31
10373,Google,Education,17.0,1264.0,11.1,13.0,0,10,79.64,38,28405.0,0,49,107101.15
10374,LinkedIn,Manufacturing,9.0,473.0,8.52,0.0,2,3,60.43,38,121404.0,1,91,76773.2
10375,Facebook,Retail,30.0,1380.0,12.65,16.0,5,15,71.82,21,35862.0,5,125,122948.44
10376,Google,Education,21.0,790.0,16.31,10.0,7,4,60.21,34,79679.0,11,76,96329.27
10377,Facebook,Finance,13.0,256.0,6.69,18.0,3,5,59.34,28,53688.0,9,150,77975.43
10378,Email,Finance,21.0,77.0,19.28,2.0,4,15,33.74,22,73017.0,10,104,72298.87
10379,Facebook,Education,19.0,1071.0,11.18,10.0,8,10,42.3,35,121481.0,4,176,88899.38
10380,LinkedIn,Finance,21.0,941.0,12.75,4.0,5,0,32.71,54,37939.0,10,149,64711.4
10381,Email,Retail,19.0,1492.0,13.93,16.0,6,8,35.65,56,137271.0,1,33,98714.59
10382,Facebook,IT,25.0,216.0,13.67,6.0,6,9,97.84,21,119467.0,7,157,118601.98
10383,Email,Retail,25.0,374.0,10.71,10.0,3,3,32.25,41,129152.0,8,53,80345.61
10384,Facebook,Manufacturing,22.0,253.0,9.15,10.0,3,7,41.54,21,64585.0,6,40,75279.67
10385,LinkedIn,Retail,17.0,859.0,2.02,2.0,3,4,67.25,52,141315.0,11,18,112642.22
10386,Facebook,Manufacturing,23.0,517.0,1.42,19.0,10,10,68.81,40,129447.0,13,175,106468.3
10387,Facebook,Finance,23.0,906.0,7.8,9.0,4,7,32.32,56,137813.0,15,13,107659.02
10388,Facebook,IT,30.0,878.0,7.34,9.0,4,14,83.5,59,133362.0,14,155,140486.35
10389,Google,Finance,10.0,1282.0,8.37,13.0,7,0,82.82,50,131700.0,15,74,130897.06
10390,Google,Healthcare,10.0,1443.0,3.63,11.0,8,7,38.99,27,47942.0,14,96,93705.77
10391,Google,Finance,4.0,1008.0,15.03,14.0,1,10,43.09,42,135075.0,11,105,90422.2
10392,LinkedIn,Manufacturing,8.0,1046.0,17.28,9.0,10,12,95.04,30,30272.0,8,173,114208.38
10393,Email,Finance,22.0,217.0,18.84,9.0,6,10,86.05,28,69134.0,3,131,97905.47
10394,Referral,Finance,20.0,299.0,10.35,18.0,0,3,75.82,47,49265.0,12,150,86791.59
10395,Facebook,IT,20.0,339.0,14.32,0.0,0,1,26.58,30,148671.0,6,155,60596.65
10396,Facebook,Finance,18.0,1185.0,17.26,9.0,3,10,53.46,34,73192.0,4,67,96138.56
10397,LinkedIn,IT,14.0,1125.0,8.95,1.0,9,5,64.74,31,53668.0,15,33,114824.77
10398,Facebook,Education,18.0,874.0,6.88,16.0,6,15,34.99,26,136732.0,4,2,100963.84
10399,Google,Healthcare,28.0,1240.0,18.8,6.0,1,1,55.86,41,106560.0,2,75,95923.24
10400,Referral,IT,14.0,515.0,10.8,6.0,10,4,68.08,53,122435.0,15,174,107762.72
10401,Website,Manufacturing,20.0,1244.0,10.45,10.0,1,1,46.19,39,94283.0,8,74,86352.65
10402,Facebook,Education,21.0,1475.0,4.39,8.0,0,2,82.48,59,34297.0,12,161,111220.48
10403,Google,IT,24.0,149.0,3.05,1.0,9,10,87.24,44,89005.0,9,135,116264.62
10404,Website,IT,15.0,249.0,17.0,13.0,1,5,45.89,38,83434.0,4,143,53736.82
10405,Referral,Healthcare,22.0,82.0,12.67,16.0,6,0,87.09,55,89749.0,5,26,103026.1
10406,Website,Manufacturing,30.0,1465.0,7.19,0.0,8,15,28.29,57,86829.0,2,139,94884.95
10407,Google,Retail,4.0,1290.0,4.64,8.0,5,5,87.02,39,84183.0,9,128,110818.75
10408,Email,Retail,13.0,787.0,11.55,19.0,9,2,32.22,44,111994.0,6,166,62946.59
10409,Email,IT,27.0,767.0,12.09,20.0,1,6,26.63,54,81305.0,8,27,81795.25
10410,Website,Finance,23.0,749.0,4.93,18.0,9,1,71.34,42,52973.0,8,135,98534.45
10411,LinkedIn,Manufacturing,8.0,435.0,17.18,3.0,9,13,57.75,24,48117.0,13,129,98760.05
10412,Website,Education,18.0,637.0,2.6,7.0,8,5,92.63,30,106986.0,14,21,135634.83
10413,Facebook,Finance,12.0,1050.0,7.77,12.0,6,7,49.06,22,106071.0,12,79,95704.56
10414,Facebook,Finance,23.0,451.0,13.93,3.0,10,14,42.97,28,147688.0,9,158,93980.19
10415,Email,Manufacturing,14.0,741.0,6.21,8.0,0,14,60.06,53,119891.0,13,94,111216.11
10416,LinkedIn,IT,2.0,276.0,16.73,8.0,8,14,56.48,58,32645.0,9,8,89087.5
10417,Google,IT,18.0,101.0,10.45,17.0,1,15,47.55,48,67238.0,4,83,75169.57
10418,Facebook,IT,24.0,214.0,15.99,11.0,3,0,75.5,30,94694.0,6,3,99101.03
10419,Email,IT,2.0,35.0,3.26,9.0,8,10,80.76,21,66773.0,12,55,101663.47
10420,Referral,Retail,11.0,1259.0,3.67,10.0,3,10,88.24,54,41786.0,11,143,118732.01
10421,Email,IT,9.0,935.0,6.44,6.0,2,12,97.83,23,65693.0,11,36,122589.51
10422,Facebook,Retail,12.0,416.0,10.84,8.0,0,15,41.33,29,121447.0,12,6,99687.78
10423,Facebook,Retail,17.0,728.0,15.21,5.0,6,8,77.29,25,51578.0,2,121,102142.61
10424,Email,IT,15.0,1129.0,16.89,18.0,5,4,51.54,30,71408.0,5,42,99404.54
10425,Google,Healthcare,25.0,1230.0,14.38,15.0,9,4,74.17,32,94702.0,11,50,135539.96
10426,Website,Education,17.0,856.0,18.64,14.0,3,12,58.08,38,109845.0,7,112,107036.86
10427,Facebook,Finance,26.0,378.0,15.04,6.0,5,15,99.5,41,40076.0,12,146,125593.93
10428,Email,Retail,29.0,1308.0,6.82,15.0,5,11,78.31,41,44377.0,7,50,129892.4
10429,Email,Manufacturing,26.0,337.0,6.04,4.0,3,4,96.2,21,34278.0,15,30,127370.85
10430,LinkedIn,Manufacturing,18.0,1398.0,14.23,15.0,5,5,86.8,23,89808.0,1,39,113377.57
10431,Website,Education,22.0,1180.0,4.66,0.0,9,1,92.23,25,58539.0,5,116,117061.63
10432,Referral,Manufacturing,6.0,316.0,2.76,18.0,10,5,85.15,45,36440.0,6,140,81391.63
10433,Google,Healthcare,17.0,795.0,11.11,4.0,7,13,56.73,28,147059.0,11,59,118059.35
10434,Referral,Manufacturing,23.0,754.0,10.45,6.0,2,10,40.14,37,51245.0,6,76,87385.54
10435,Website,Finance,24.0,791.0,2.93,18.0,3,3,49.63,29,47097.0,2,172,69955.23
10436,Website,Finance,18.0,412.0,16.05,4.0,9,7,21.62,52,98703.0,13,132,69372.86
10437,Website,Retail,8.0,1459.0,16.42,16.0,0,12,61.92,26,92092.0,13,164,107811.28
10438,Referral,IT,9.0,417.0,10.16,7.0,3,10,60.4,60,134454.0,8,48,98086.56
10439,Website,Healthcare,6.0,554.0,2.09,0.0,10,8,62.02,41,26151.0,1,142,75237.38
10440,Email,Retail,5.0,668.0,4.32,1.0,9,8,97.92,27,46698.0,10,81,111374.53
10441,Referral,Healthcare,12.0,967.0,14.44,14.0,9,7,92.92,27,42601.0,15,49,131337.8
10442,Website,IT,25.0,305.0,14.52,19.0,8,2,32.94,59,51807.0,2,67,63283.6
10443,Email,Manufacturing,29.0,529.0,18.07,17.0,7,9,49.51,47,70302.0,14,77,107572.57
10444,LinkedIn,Manufacturing,28.0,746.0,12.07,10.0,10,15,53.92,28,110864.0,10,137,113875.44
10445,Website,IT,11.0,366.0,3.36,9.0,3,10,48.84,29,33039.0,1,21,78994.69
10446,Referral,Retail,25.0,961.0,3.31,3.0,6,10,83.88,48,141730.0,10,105,134642.11
10447,Facebook,IT,1.0,510.0,14.7,4.0,9,3,61.92,35,72427.0,8,72,79953.88
10448,Website,Education,11.0,940.0,4.49,3.0,2,15,65.77,22,96839.0,3,16,102835.66
10449,Facebook,Finance,19.0,1326.0,7.24,12.0,8,0,88.24,27,83049.0,1,144,107519.52
10450,Email,Retail,9.0,1111.0,10.26,12.0,9,8,84.47,38,44053.0,2,28,108727.92
10451,LinkedIn,Healthcare,27.0,1381.0,1.47,17.0,3,4,30.58,42,122180.0,12,179,89953.51
10452,Google,Education,2.0,138.0,5.73,1.0,1,5,77.11,30,141801.0,3,80,90967.39
10453,LinkedIn,Retail,12.0,1332.0,8.75,15.0,9,15,54.83,53,126281.0,14,57,120583.83
10454,Website,IT,4.0,357.0,6.31,0.0,4,2,43.57,27,135845.0,15,110,69575.52
10455,Facebook,IT,4.0,344.0,3.59,18.0,1,15,24.0,23,111298.0,13,52,71731.9
10456,Facebook,IT,18.0,1164.0,14.83,8.0,9,10,58.98,34,114147.0,9,174,102482.49
10457,Referral,IT,15.0,728.0,16.45,2.0,5,9,48.43,56,80413.0,12,166,82505.85
10458,Facebook,Healthcare,19.0,810.0,5.89,6.0,10,7,40.12,33,90958.0,5,84,88435.18
10459,Referral,Education,13.0,1282.0,15.71,9.0,9,14,75.57,36,56275.0,4,48,120401.28
10460,Email,Manufacturing,19.0,185.0,8.33,0.0,0,6,81.56,36,51597.0,2,127,84776.93
10461,Google,Finance,17.0,1325.0,10.63,9.0,5,0,39.58,25,102521.0,15,169,91548.28
10462,Website,Healthcare,6.0,916.0,17.26,20.0,3,9,23.96,45,119243.0,9,98,78070.83
10463,Referral,Healthcare,16.0,1055.0,15.25,8.0,2,11,87.9,58,148410.0,7,118,128294.85
10464,Google,Manufacturing,24.0,787.0,16.3,14.0,1,4,20.8,58,139778.0,7,93,77781.77
10465,Facebook,Manufacturing,12.0,751.0,3.6,14.0,6,9,94.97,58,93908.0,6,67,121687.8
10466,Facebook,Finance,19.0,942.0,2.32,2.0,8,8,70.21,59,106619.0,2,74,110484.22
10467,Google,Finance,5.0,1339.0,17.97,4.0,2,11,45.75,46,80188.0,13,84,98478.4
10468,Facebook,Manufacturing,17.0,900.0,8.37,8.0,5,10,39.72,33,59710.0,14,155,88399.71
10469,Email,IT,26.0,42.0,6.47,8.0,8,11,20.72,46,143493.0,15,160,79804.7
10470,Email,Healthcare,23.0,637.0,14.77,6.0,1,5,38.84,21,116352.0,0,10,86360.67
10471,Google,Retail,26.0,527.0,16.89,11.0,6,7,31.02,28,100486.0,4,168,72759.75
10472,Referral,Finance,29.0,267.0,17.39,8.0,4,9,68.97,24,74050.0,0,145,85707.76
10473,Referral,Finance,1.0,1147.0,7.0,5.0,4,0,33.32,41,74249.0,5,118,69235.29
10474,Google,Manufacturing,28.0,791.0,17.19,1.0,10,9,62.29,42,59247.0,10,97,120393.9
10475,Referral,Education,27.0,810.0,1.78,8.0,6,10,67.21,57,95162.0,6,6,118692.91
10476,Referral,Retail,25.0,1224.0,1.94,16.0,8,6,43.84,23,51408.0,14,167,93641.12
10477,Email,Retail,24.0,635.0,12.85,0.0,3,2,22.81,39,101313.0,14,18,83641.57
10478,Referral,Finance,23.0,690.0,2.2,18.0,8,8,22.98,21,95683.0,11,72,90984.02
10479,LinkedIn,IT,10.0,878.0,7.17,5.0,10,5,22.11,49,143335.0,4,89,65450.96
10480,Website,Education,15.0,965.0,13.78,4.0,9,4,79.13,43,30443.0,3,42,102655.99
10481,Facebook,Retail,23.0,657.0,7.41,1.0,8,7,45.44,53,25079.0,1,4,87398.24
10482,LinkedIn,Finance,21.0,172.0,4.41,8.0,3,7,83.7,43,121818.0,4,20,103787.23
10483,Referral,Retail,21.0,1254.0,6.35,13.0,2,11,54.54,25,63345.0,8,28,110846.12
10484,Email,Education,16.0,1233.0,9.69,3.0,1,11,56.24,27,37901.0,3,168,75563.64
10485,Google,Education,13.0,743.0,10.03,3.0,8,2,61.03,26,92759.0,13,104,99191.77
10486,Referral,Healthcare,5.0,1417.0,15.88,20.0,1,1,77.04,42,125873.0,1,44,102818.94
10487,Email,Manufacturing,1.0,508.0,15.25,14.0,5,14,41.88,33,67732.0,12,23,99626.96
10488,Website,Manufacturing,24.0,594.0,9.68,7.0,4,1,60.515,32,104304.0,14,47,85709.59
10489,Referral,Finance,12.0,500.0,17.07,3.0,4,13,64.48,24,144206.0,5,13,97324.81
10490,Google,Education,11.0,413.0,3.17,15.0,3,4,60.515,28,42507.0,7,144,60640.48
10491,Email,Healthcare,17.0,955.0,5.85,20.0,5,15,55.4,57,106785.0,1,95,103143.53
10492,Email,Healthcare,4.0,446.0,16.73,3.0,4,9,71.76,51,60391.0,8,16,93067.71
10493,Email,Retail,15.0,337.0,8.18,15.0,10,15,59.53,57,59171.0,6,119,90712.95
10494,Website,Retail,25.0,678.0,19.64,11.0,3,11,69.62,46,76730.0,13,165,106760.75
10495,Referral,Healthcare,30.0,1420.0,9.86,15.0,8,15,63.54,28,140019.0,12,180,137502.5
10496,Website,Retail,9.0,1054.0,16.05,18.0,5,6,79.18,60,32485.0,1,117,86437.49
10497,Facebook,Education,21.0,1097.0,8.64,7.0,10,7,76.47,53,135104.0,10,10,133510.61
10498,Facebook,IT,20.0,768.0,9.07,5.0,9,9,62.74,49,140427.0,15,122,123481.65
10499,Referral,Education,19.0,1151.0,8.27,9.0,9,14,74.31,25,120320.0,4,38,127591.63
10500,Website,Healthcare,19.0,1318.0,14.66,4.0,9,7,89.88,48,136102.0,4,44,134941.16
10501,Google,Healthcare,12.0,169.0,11.4,17.0,2,12,54.58,60,115153.0,6,95,76272.76
10502,Email,Education,5.0,1290.0,18.93,9.0,9,11,53.02,37,62748.0,12,74,107700.37
10503,Email,Retail,10.0,1003.0,5.77,9.0,5,7,81.14,43,28878.0,14,113,111691.84
10504,Referral,Retail,17.0,1046.0,2.91,6.0,0,14,66.6,29,26949.0,4,51,105227.52
10505,Facebook,Manufacturing,5.0,982.0,8.47,17.0,4,9,25.68,22,110380.0,10,52,77979.4
10506,Facebook,Healthcare,22.0,933.0,12.72,0.0,9,11,60.515,52,141816.0,13,92,146931.94
10507,Email,Finance,16.0,101.0,17.36,6.0,5,10,22.46,51,45881.0,5,59,56608.88
10508,Referral,Manufacturing,7.0,1243.0,7.58,20.0,10,2,79.87,27,76306.0,13,13,116337.27
10509,Website,Retail,28.0,1321.0,13.42,0.0,7,13,80.7,50,112150.0,8,169,144196.5
10510,Facebook,Education,9.0,1374.0,7.65,14.0,10,10,96.25,23,86829.0,2,12,142521.94
10511,Website,Retail,3.0,136.0,12.73,3.0,8,1,24.33,29,140925.0,2,50,50395.5
10512,Facebook,Education,15.0,1285.0,17.81,19.0,10,12,67.75,30,34958.0,7,57,114530.99
10513,Facebook,Manufacturing,16.0,1095.0,5.4,9.0,2,3,54.23,46,84185.0,9,178,90790.99
10514,LinkedIn,Healthcare,18.0,912.0,8.68,8.0,1,14,46.45,21,33697.0,11,119,90086.3
10515,Facebook,Retail,14.0,168.0,19.87,1.0,3,0,27.23,50,112160.0,5,57,57895.5
10516,Google,Education,3.0,644.0,17.5,13.0,7,2,65.01,58,40493.0,11,8,87367.06
10517,Referral,Healthcare,12.0,892.0,11.73,15.0,10,10,58.32,35,67801.0,9,106,96196.6
10518,Referral,Finance,9.0,302.0,10.82,0.0,7,8,28.36,45,46199.0,2,137,47494.07
10519,Website,Education,28.0,445.0,6.41,1.0,2,6,69.0,26,132890.0,1,120,95504.4
10520,Facebook,Manufacturing,16.0,535.0,10.83,6.0,3,6,79.04,38,90792.0,12,63,105968.89
10521,Google,Finance,9.0,762.0,17.12,9.0,2,0,81.38,21,59488.0,1,72,92511.61
10522,Website,Finance,13.0,453.0,14.02,19.0,9,6,92.43,23,55493.0,1,131,103388.3
10523,LinkedIn,IT,18.0,1460.0,6.51,0.0,1,9,52.76,37,136545.0,14,13,128788.43
10524,Website,Retail,5.0,419.0,4.83,12.0,3,6,96.25,28,74002.0,4,137,91890.5
10525,Website,Education,13.0,371.0,6.04,0.0,5,3,89.23,60,48731.0,14,52,107549.54
10526,Facebook,Finance,4.0,975.0,4.23,4.0,10,6,43.72,37,32076.0,11,62,87799.1
10527,LinkedIn,IT,2.0,643.0,2.82,10.0,10,7,32.74,45,26071.0,15,119,74567.78
10528,Website,Manufacturing,16.0,522.0,8.96,14.0,4,15,54.83,32,124926.0,4,109,97686.45
10529,Google,Healthcare,9.0,221.0,3.15,16.0,2,2,52.15,49,92602.0,15,8,81273.02
10530,Google,Education,9.0,528.0,4.27,15.0,1,12,66.06,45,116181.0,0,95,82350.44
10531,Referral,Finance,16.0,851.0,11.4,12.0,8,9,66.67,56,66410.0,1,125,88204.6
10532,LinkedIn,Retail,11.0,1286.0,4.13,10.0,0,1,80.0,45,124201.0,15,173,107449.36
10533,LinkedIn,IT,22.0,256.0,2.21,16.0,8,6,60.79,49,79327.0,1,53,88813.12
